Product Code,Net Unit Cost,Quantity,Product Variant,Tax Rate Name,Discount,Expiry
8846015180021,0,1,,,0%,
6927485710047,0,1,,,0%,
6927485710061,0,1,,,0%,
9557253900041,0,1,,,0%,
4037719065040,0,1,,,0%,
8847103121025,0,1,,,0%,
721557371039,0,1,,,0%,
6927485710054,0,1,,,0%,
8851932406574,0,1,,,0%,
4902430401036,0,1,,,0%,
6927485710016,0,1,,,0%,
9556121026500,0,1,,,0%,
8850718801473,0,1,,,0%,
8848017117005,0,1,,,0%,
9556031084263,0,1,,,0%,
8853002303110,0,1,,,0%,
8851012103706,0,1,,,0%,
4902430411776,0,1,,,0%,
8558854589636,0,1,,,0%,
8851932364942,0,1,,,0%,
8850289000589,0,1,,,0%,
8859226872463,0,1,,,0%,
8847100742100,0,1,,,0%,
8996001355978,0,1,,,0%,
4902430401029,0,1,,,0%,
089782014405,0,1,,,0%,
8691216090460,0,1,,,0%,
4897036691342,0,1,,,0%,
6941174493189,0,1,,,0%,
6970870270657,0,1,,,0%,
955621800696,0,1,,,0%,
4711162826792,0,1,,,0%,
8852028350429,0,1,,,0%,
8857125519663,0,1,,,0%,
6970663728976,0,1,,,0%,
8936180720594,0,1,,,0%,
8936180720587,0,1,,,0%,
8857125519670,0,1,,,0%,
9556241600130,0,1,,,0%,
6935145343108,0,1,,,0%,
6935145343061,0,1,,,0%,
41614852,0,1,,,0%,
6971062710708,0,1,,,0%,
8850309202276,0,1,,,0%,
6951451810004,0,1,,,0%,
8859226872494,0,1,,,0%,
698746,0,1,,,0%,
8850291100468,0,1,,,0%,
8850585992649,0,1,,,0%,
8850943519143,0,1,,,0%,
4897036692943,0,1,,,0%,
8935001711483,0,1,,,0%,
8850157103688,0,1,,,0%,
851906881628,0,1,,,0%,
8850585992540,0,1,,,0%,
8801073210363,0,2,,,0%,
8998389162230,0,2,,,0%,
4418955861717,0,2,,,0%,
8850203034201,0,2,,,0%,
4902430400992,0,2,,,0%,
4902430281331,0,2,,,0%,
8850424002096,0,2,,,0%,
4045989959136,0,2,,,0%,
8934680027076,0,2,,,0%,
8850987364792,0,2,,,0%,
4050642912762,0,2,,,0%,
8850291210464,0,2,,,0%,
4002590703985,0,2,,,0%,
6941174482633,0,2,,,0%,
8936036201215,0,2,,,0%,
9555480007311,0,2,,,0%,
9556085302757,0,2,,,0%,
8858702433358,0,2,,,0%,
8801097128057,0,2,,,0%,
8852117001447,0,2,,,0%,
4902430450379,0,2,,,0%,
8858954205611,0,2,,,0%,
8852028322044,0,2,,,0%,
897362,0,2,,,0%,
8992760121090,0,2,,,0%,
8855444005355,0,2,,,0%,
8852008511215,0,2,,,0%,
9555039903132,0,2,,,0%,
8850987377730,0,2,,,0%,
8850412374785,0,2,,,0%,
8936180722970,0,2,,,0%,
8000380005963,0,2,,,0%,
6971062711460,0,2,,,0%,
8851989033976,0,2,,,0%,
6957427661502,0,2,,,0%,
8850585992434,0,2,,,0%,
8851993725058,0,2,,,0%,
8850002001206,0,2,,,0%,
8801117807610,0,3,,,0%,
8851932115919,0,3,,,0%,
8801382127765,0,3,,,0%,
8850229102014,0,3,,,0%,
9506000009100,0,3,,,0%,
8850718819775,0,3,,,0%,
8850291100512,0,3,,,0%,
8859226872456,0,3,,,0%,
648436100057,0,3,,,0%,
8850943525298,0,3,,,0%,
3500610152474,0,3,,,0%,
8857125519625,0,3,,,0%,
3500610005527,0,3,,,0%,
3500610005503,0,3,,,0%,
6951451810011,0,3,,,0%,
8857107232009,0,3,,,0%,
8855444005362,0,3,,,0%,
6974497110020,0,3,,,0%,
8850412373979,0,3,,,0%,
8000380005918,0,3,,,0%,
8859666781080,0,3,,,0%,
8990057985325,0,3,,,0%,
8850987364822,0,3,,,0%,
18851717040037,0,3,,,0%,
8998389162247,0,4,,,0%,
8945645575,0,4,,,0%,
50819300,0,4,,,0%,
8849300650056,0,4,,,0%,
8934609602360,0,4,,,0%,
8850058003346,0,4,,,0%,
6932449703911,0,4,,,0%,
8000380140541,0,4,,,0%,
8850943525304,0,4,,,0%,
8850943519792,0,4,,,0%,
8997878001210,0,4,,,0%,
8691216090446,0,4,,,0%,
089782014078,0,4,,,0%,
9555480007304,0,4,,,0%,
18850267128127,0,4,,,0%,
8850425011912,0,4,,,0%,
8852528003337,0,4,,,0%,
8857125519656,0,4,,,0%,
8850718819539,0,4,,,0%,
8846000023333,0,4,,,0%,
8857107232139,0,4,,,0%,
8852008510324,0,4,,,0%,
8851932399883,0,4,,,0%,
8859674200030,0,4,,,0%,
089782004055,0,4,,,0%,
6950545502788,0,4,,,0%,
6950545502801,0,4,,,0%,
8936006300375,0,5,,,0%,
6957109170018,0,5,,,0%,
8801073113893,0,5,,,0%,
8853002303370,0,5,,,0%,
8851717030192,0,5,,,0%,
8801073101524,0,5,,,0%,
8850952909973,0,5,,,0%,
6951981814282,0,5,,,0%,
6951981814299,0,5,,,0%,
4711162821575,0,5,,,0%,
9556390258169,0,5,,,0%,
6974030560787,0,5,,,0%,
9555480009353,0,5,,,0%,
8850157107327,0,5,,,0%,
6973529191723,0,5,,,0%,
8852117001430,0,5,,,0%,
6926634164885,0,5,,,0%,
8852028352041,0,5,,,0%,
8934680027090,0,5,,,0%,
8850332251654,0,5,,,0%,
8850332251647,0,5,,,0%,
089782019776,0,5,,,0%,
6935145343191,0,5,,,0%,
8850425012032,0,5,,,0%,
8852008303155,0,5,,,0%,
885058992496,0,5,,,0%,
8850291100567,0,5,,,0%,
9557152500434,0,5,,,0%,
8851932115896,0,6,,,0%,
8850289000282,0,6,,,0%,
8851717030123,0,6,,,0%,
8851717030161,0,6,,,0%,
8846000010357,0,6,,,0%,
8850291010408,0,6,,,0%,
6932449703812,0,6,,,0%,
8854761001330,0,6,,,0%,
8850250008279,0,6,,,0%,
8858152028081,0,6,,,0%,
8855444005379,0,6,,,0%,
00086428330240,0,6,,,0%,
8850125095557,0,6,,,0%,
9555480007335,0,6,,,0%,
8851932295796,0,6,,,0%,
8852528003535,0,6,,,0%,
8852528003276,0,6,,,0%,
6971062711484,0,6,,,0%,
8857125519328,0,6,,,0%,
6951451810110,0,6,,,0%,
8936114080237,0,6,,,0%,
9556390218163,0,6,,,0%,
8859666781073,0,6,,,0%,
8850157106948,0,6,,,0%,
8850987364730,0,6,,,0%,
6970955920019,0,6,,,0%,
4897076061167,0,6,,,0%,
8852028392047,0,6,,,0%,
4897076061181,0,6,,,0%,
8850393801478,0,6,,,0%,
8858702434027,0,6,,,0%,
6970663726019,0,6,,,0%,
9557152500441,0,6,,,0%,
8850987101489,0,7,,,0%,
8851932028103,0,7,,,0%,
8801382127758,0,7,,,0%,
8858854589644,0,7,,,0%,
8850289000572,0,7,,,0%,
4046777589894,0,7,,,0%,
8851717030185,0,7,,,0%,
8851717902741,0,7,,,0%,
6951981814213,0,7,,,0%,
6951981814237,0,7,,,0%,
6970263320662,0,7,,,0%,
8858702430524,0,7,,,0%,
6970263320624,0,7,,,0%,
4711162826815,0,7,,,0%,
8859666781103,0,7,,,0%,
8850157107297,0,7,,,0%,
8851028003625,0,7,,,0%,
6934364807712,0,7,,,0%,
9556085302726,0,7,,,0%,
8850412374211,0,7,,,0%,
6934364807262,0,7,,,0%,
8850332251722,0,7,,,0%,
8847102270083,0,7,,,0%,
8998389162261,0,8,,,0%,
8851028140047,0,8,,,0%,
9556121003884,0,8,,,0%,
8853333000078,0,8,,,0%,
8851717030130,0,8,,,0%,
4045989651603,0,8,,,0%,
6951981814305,0,8,,,0%,
9329982017587,0,8,,,0%,
9556390238161,0,8,,,0%,
089782014597,0,8,,,0%,
6901035603232,0,8,,,0%,
8934680033473,0,8,,,0%,
8851929000174,0,8,,,0%,
8850718819522,0,8,,,0%,
8851929000167,0,8,,,0%,
6950545500388,0,8,,,0%,
9556001216168,0,8,,,0%,
8801043025256,0,8,,,0%,
8859565717586,0,8,,,0%,
18851717040013,0,8,,,0%,
8851932459648,0,8,,,0%,
6970663728723,0,8,,,0%,
6970663729065,0,8,,,0%,
8854579002734,0,9,,,0%,
8992931005020,0,9,,,0%,
8801073211643,0,9,,,0%,
6105431,0,9,,,0%,
8851717030154,0,9,,,0%,
8801100129729,0,9,,,0%,
9556085501860,0,9,,,0%,
8934680033305,0,9,,,0%,
8851929000136,0,9,,,0%,
6970263320655,0,9,,,0%,
8851011113560,0,9,,,0%,
8852008300031,0,9,,,0%,
8850585992656,0,9,,,0%,
8858702425216,0,9,,,0%,
6970663728679,0,9,,,0%,
8801073212480,0,10,,,0%,
8853333000023,0,10,,,0%,
8801073211506,0,10,,,0%,
8852681021582,0,10,,,0%,
8851717030116,0,10,,,0%,
8801073211063,0,10,,,0%,
8851932421812,0,10,,,0%,
8850408002463,0,10,,,0%,
9556085501747,0,10,,,0%,
8851019010007,0,10,,,0%,
8938535397000,0,10,,,0%,
8934680033329,0,10,,,0%,
8858661131043,0,10,,,0%,
8850096818506,0,10,,,0%,
8852681023371,0,10,,,0%,
8858152012837,0,10,,,0%,
8850127004397,0,10,,,0%,
8851932080149,0,11,,,0%,
8801073113428,0,11,,,0%,
8850267112228,0,11,,,0%,
6950545500371,0,11,,,0%,
8858152010147,0,11,,,0%,
4893049000416,0,12,,,0%,
8850250006756,0,12,,,0%,
8852756304077,0,12,,,0%,
9414453906078,0,12,,,0%,
6971062711507,0,12,,,0%,
8850125095618,0,12,,,0%,
8936036201642,0,12,,,0%,
8850987148767,0,12,,,0%,
8850987141584,0,12,,,0%,
8851011110361,0,12,,,0%,
8858812788867,0,12,,,0%,
8858812799955,0,12,,,0%,
8850157103640,0,12,,,0%,
8850157104456,0,12,,,0%,
8852681023364,0,12,,,0%,
8850006901410,0,13,,,0%,
8801073110502,0,13,,,0%,
8801073113312,0,13,,,0%,
8801073211056,0,13,,,0%,
8850029004440,0,13,,,0%,
9556032023124,0,13,,,0%,
8850228002858,0,13,,,0%,
8850382330002,0,14,,,0%,
8852681012825,0,14,,,0%,
8854291001138,0,14,,,0%,
8851011111467,0,14,,,0%,
8852008510539,0,14,,,0%,
8859708300255,0,14,,,0%,
8850412375287,0,14,,,0%,
6956536588908,0,14,,,0%,
8851932295789,0,14,,,0%,
8854579003687,0,15,,,0%,
6901668062093,0,15,,,0%,
8851932393850,0,15,,,0%,
8850229101970,0,15,,,0%,
4046777589900,0,15,,,0%,
8851717030512,0,15,,,0%,
8858954212633,0,15,,,0%,
8801043032285,0,15,,,0%,
6950545502795,0,15,,,0%,
8850038400035,0,15,,,0%,
8852681021698,0,15,,,0%,
8992760223015,0,16,,,0%,
8801073211216,0,16,,,0%,
7622210551733,0,16,,,0%,
8853002305732,0,16,,,0%,
8858696816441,0,16,,,0%,
8851929000129,0,16,,,0%,
8850329032648,0,16,,,0%,
8851932126366,0,16,,,0%,
8852904101794,0,16,,,0%,
8850127004410,0,16,,,0%,
8850109001116,0,16,,,0%,
8851932074025,0,17,,,0%,
8859398101651,0,17,,,0%,
8850124037473,0,17,,,0%,
8851717030505,0,17,,,0%,
1567521,0,17,,,0%,
8850412375270,0,17,,,0%,
8851954100689,0,17,,,0%,
8850109011443,0,17,,,0%,
9556001917119,0,18,,,0%,
8936210410228,0,18,,,0%,
8851959108017,0,18,,,0%,
6950545500357,0,18,,,0%,
8851028001447,0,18,,,0%,
8846956788126,0,18,,,0%,
8850388547503,0,18,,,0%,
8850348118019,0,19,,,0%,
8851932145329,0,19,,,0%,
6933066001367,0,19,,,0%,
8850006901083,0,19,,,0%,
6950545502818,0,19,,,0%,
8850952921111,0,19,,,0%,
7622210708434,0,19,,,0%,
8850228007556,0,19,,,0%,
8935001703006,0,20,,,0%,
8936114080312,0,20,,,0%,
3119780268276,0,20,,,0%,
8858705611593,0,20,,,0%,
8859771700020,0,20,,,0%,
8691216018891,0,20,,,0%,
8852052110600,0,21,,,0%,
8850999320021,0,21,,,0%,
8851932441438,0,21,,,0%,
8858954212640,0,21,,,0%,
8850456102054,0,21,,,0%,
8888470010208,0,22,,,0%,
8854698014588,0,22,,,0%,
4891599331288,0,22,,,0%,
8850987141645,0,22,,,0%,
6957427660598,0,23,,,0%,
8850987128400,0,23,,,0%,
672056360004,0,23,,,0%,
8936144410011,0,23,,,0%,
8853333000016,0,24,,,0%,
8857123818720,0,24,,,0%,
9349654000136,0,24,,,0%,
8850267900504,0,24,,,0%,
8936061260072,0,24,,,0%,
8851932316347,0,24,,,0%,
6957427660581,0,24,,,0%,
8850126002318,0,24,,,0%,
8850388541167,0,24,,,0%,
8851932268820,0,25,,,0%,
8850382230005,0,25,,,0%,
8850188250306,0,25,,,0%,
8850291150906,0,25,,,0%,
8850291290510,0,25,,,0%,
8850007811213,0,26,,,0%,
8852681012832,0,26,,,0%,
8853002307293,0,26,,,0%,
4004591037557,0,26,,,0%,
6921168593552,0,26,,,0%,
8938503112826,0,27,,,0%,
8851028002062,0,27,,,0%,
8850393801706,0,27,,,0%,
8691216018938,0,27,,,0%,
8853002303240,0,28,,,0%,
8847103120011,0,28,,,0%,
8852199150163,0,28,,,0%,
8850157405331,0,29,,,0%,
8850157400022,0,29,,,0%,
8850987101472,0,30,,,0%,
8851932105200,0,30,,,0%,
8850157400107,0,30,,,0%,
001755,0,30,,,0%,
8853333017915,0,31,,,0%,
8936114080039,0,31,,,0%,
8850157400190,0,31,,,0%,
8851932367141,0,32,,,0%,
8936195060364,0,32,,,0%,
8851717902734,0,32,,,0%,
8852052113601,0,32,,,0%,
8850388547145,0,32,,,0%,
8999999584689,0,33,,,0%,
8850987148798,0,33,,,0%,
8853333015195,0,33,,,0%,
8850291830402,0,33,,,0%,
8850157406840,0,33,,,0%,
8938544724057,0,34,,,0%,
6926634164861,0,34,,,0%,
8938544724095,0,34,,,0%,
8850291300417,0,34,,,0%,
8997024180653,0,35,,,0%,
8849300405120,0,35,,,0%,
8850412374167,0,35,,,0%,
8850006272015,0,35,,,0%,
8938544724026,0,35,,,0%,
8851959144015,0,35,,,0%,
8850109001352,0,35,,,0%,
8850109001123,0,35,,,0%,
465951354815,0,36,,,0%,
8888235140300,0,36,,,0%,
8848858120028,0,36,,,0%,
8936061260096,0,36,,,0%,
6935953361486,0,36,,,0%,
9556570311134,0,37,,,0%,
8854698014281,0,37,,,0%,
8847100680044,0,38,,,0%,
6956367338666,0,39,,,0%,
6932079185637,0,39,,,0%,
98345428,0,40,,,0%,
9329982016450,0,40,,,0%,
8936210411003,0,40,,,0%,
8850388540061,0,40,,,0%,
8850157403610,0,42,,,0%,
8846956789512,0,42,,,0%,
8801382126232,0,43,,,0%,
8846000010340,0,44,,,0%,
8850006327234,0,45,,,0%,
8851993625013,0,46,,,0%,
8852010400316,0,48,,,0%,
8854698014359,0,48,,,0%,
8848017112017,0,48,,,0%,
8850006322482,0,49,,,0%,
8849300650018,0,50,,,0%,
8847108062224,0,50,,,0%,
8852047265001,0,50,,,0%,
7622300136055,0,52,,,0%,
8857123788092,0,54,,,0%,
8938544059005,0,54,,,0%,
8859372325554,0,54,,,0%,
8850393801027,0,54,,,0%,
8850999014616,0,58,,,0%,
8847100680075,0,58,,,0%,
8858705607268,0,58,,,0%,
8850188800150,0,59,,,0%,
8850987142710,0,60,,,0%,
8936036021660,0,61,,,0%,
8853002300454,0,64,,,0%,
8851993616011,0,66,,,0%,
8858705606605,0,68,,,0%,
8854698014458,0,70,,,0%,
8850999111001,0,71,,,0%,
8806011413158,0,74,,,0%,
8850274024019,0,74,,,0%,
8851993523012,0,75,,,0%,
8992760221028,0,80,,,0%,
8851123212021,0,82,,,0%,
8851959122013,0,84,,,0%,
8806011010067,0,89,,,0%,
8855790000011,0,90,,,0%,
8851123220033,0,90,,,0%,
8851717040030,0,92,,,0%,
8846002481698,0,94,,,0%,
8851717040245,0,95,,,0%,
8852010400224,0,96,,,0%,
8851012010004,0,96,,,0%,
8858705606537,0,96,,,0%,
6971771080437,0,104,,,0%,
4893049120046,0,108,,,0%,
6971771080406,0,111,,,0%,
8851012103058,0,112,,,0%,
8881304370981,0,115,,,0%,
8997024180639,0,120,,,0%,
8850124021991,0,120,,,0%,
8854698005043,0,125,,,0%,
8858705600009,0,125,,,0%,
80768258,0,138,,,0%,
8859453985028,0,139,,,0%,
8850393800860,0,140,,,0%,
8850109001314,0,144,,,0%,
8846008599786,0,144,,,0%,
8850393801638,0,152,,,0%,
8850124041487,0,155,,,0%,
8846003361289,0,173,,,0%,
8846002481704,0,175,,,0%,
6901035601801,0,176,,,0%,
8850124041517,0,180,,,0%,
8997878002699,0,189,,,0%,
8848017117012,0,192,,,0%,
8859580900260,0,199,,,0%,
8858705611241,0,204,,,0%,
8848017111003,0,223,,,0%,
8858705602713,0,226,,,0%,
8935012413321,0,236,,,0%,
8850999220000,0,277,,,0%,
8850188250207,0,282,,,0%,
8994834005831,0,299,,,0%,
8846000020028,0,366,,,0%,
8846000047773,0,378,,,0%,
8846000044444,0,398,,,0%,
9556296205700,0,400,,,0%,
9556296326405,0,440,,,0%,
8846000020011,0,476,,,0%,
6921260042224,0,497,,,0%,
4561863,0,501,,,0%,
8859372325011,0,617,,,0%,
8846000046660,0,1188,,,0%,
8846008598888,0,2247,,,0%,
8846003366888,0,3043,,,0%,
